A2W_APB_ID 0x00613277
SD_MR_DONE_SET 0x80000000
SD_MR_HI_Z_BITS 29:29
SD_MR_HI_Z_CLR 0xdfffffff
SD_MR_HI_Z_LSB 29
SD_MR_HI_Z_MSB 29
SD_MR_HI_Z_RESET 0x0
SD_MR_HI_Z_SET 0x20000000
SD_MR_MASK 0xf0ffffff
SD_MR_RDATA_BITS 23:16
SD_MR_RDATA_CLR 0xff00ffff
SD_MR_RDATA_LSB 16
SD_MR_RDATA_MSB 23
SD_MR_RDATA_RESET 0x0
SD_MR_RDATA_SET 0x00ff0000
SD_MR_RW_BITS 28:28
SD_MR_RW_CLR 0xefffffff
SD_MR_RW_LSB 28
SD_MR_RW_MSB 28
SD_MR_RW_RESET 0x0
SD_MR_RW_SET 0x10000000
SD_MRT 0x7ee00064:RW
SD_MR_TIMEOUT_BITS 30:30
SD_MR_TIMEOUT_CLR 0xbfffffff
SD_MR_TIMEOUT_LSB 30
SD_MR_TIMEOUT_MSB 30
SD_MR_TIMEOUT_RESET 0x0
SD_MR_TIMEOUT_SET 0x40000000
SD_MRT_MASK 0x000001ff
SD_MRT_T_MRW_BITS 8:0
SD_MRT_T_MRW_CLR 0xfffffe00
SD_MRT_T_MRW_LSB 0
SD_MRT_T_MRW_MSB 8
SD_MRT_T_MRW_RESET 0x4
SD_MRT_T_MRW_SET 0x000001ff
SD_MRT_WIDTH 9
SD_MR_WDATA_BITS 15:8
SD_MR_WDATA_CLR 0xffff00ff
SD_MR_WDATA_LSB 8
SD_MR_WDATA_MSB 15
SD_MR_WDATA_RESET 0x0
SD_MR_WDATA_SET 0x0000ff00
SD_MR_WIDTH 32
SD_PHYC 0x7ee00060:RW
SD_PHYC_BIST_MODE_BITS 8:8
SD_PHYC_BIST_MODE_CLR 0xfffffeff
SD_PHYC_BIST_MODE_LSB 8
SD_PHYC_BIST_MODE_MSB 8
SD_PHYC_BIST_MODE_RESET 0x0
SD_PHYC_BIST_MODE_SET 0x00000100
SD_PHYC_CRC_CLR_BITS 24:24
SD_PHYC_CRC_CLR_CLR 0xfeffffff
SD_PHYC_CRC_CLR_LSB 24
SD_PHYC_CRC_CLR_MSB 24
SD_PHYC_CRC_CLR_RESET 0x0
SD_PHYC_CRC_CLR_SET 0x01000000
SD_PHYC_CRC_EN_BITS 20:20
SD_PHYC_CRC_EN_CLR 0xffefffff
SD_PHYC_CRC_EN_LSB 20
SD_PHYC_CRC_EN_MSB 20
SD_PHYC_CRC_EN_RESET 0x0
SD_PHYC_CRC_EN_SET 0x00100000
SD_PHYC_IOB_TMODE_BITS 12:12
SD_PHYC_IOB_TMODE_CLR 0xffffefff
SD_PHYC_IOB_TMODE_LSB 12
SD_PHYC_IOB_TMODE_MSB 12
SD_PHYC_IOB_TMODE_RESET 0x0
SD_PHYC_IOB_TMODE_SET 0x00001000
SD_PHYC_MASK 0x01111111
SD_PHYC_MDLL_TMODE_BITS 16:16
SD_PHYC_MDLL_TMODE_CLR 0xfffeffff
SD_PHYC_MDLL_TMODE_LSB 16
SD_PHYC_MDLL_TMODE_MSB 16
SD_PHYC_MDLL_TMODE_RESET 0x0
SD_PHYC_MDLL_TMODE_SET 0x00010000
SD_PHYC_PHYRST_BITS 0:0
SD_PHYC_PHYRST_CLR 0xfffffffe
SD_PHYC_PHYRST_LSB 0
SD_PHYC_PHYRST_MSB 0
SD_PHYC_PHYRST_RESET 0x0
SD_PHYC_PHYRST_SET 0x00000001
SD_PHYC_VREF_ENB_BITS 4:4
SD_PHYC_VREF_ENB_CLR 0xffffffef
SD_PHYC_VREF_ENB_LSB 4
SD_PHYC_VREF_ENB_MSB 4
SD_PHYC_VREF_ENB_RESET 0x0
SD_PHYC_VREF_ENB_SET 0x00000010
SD_PHYC_WIDTH 25
SD_PRE 0x7ee000b0:RO
SD_PRE_MASK 0x0fffffff
SD_PRE_RESET 0000000000
SD_PRE_WIDTH 28
SD_PT1 0x7ee00014:RW
SD_PT1_MASK 0x0fffffff
SD_PT1_T_INIT1_BITS 7:0
SD_PT1_T_INIT1_CLR 0xffffff00
SD_PT1_T_INIT1_LSB 0
SD_PT1_T_INIT1_MSB 7
SD_PT1_T_INIT1_RESET 0x28
SD_PT1_T_INIT1_SET 0x000000ff
SD_PT1_T_INIT3_BITS 27:8
SD_PT1_T_INIT3_CLR 0xf00000ff
SD_PT1_T_INIT3_LSB 8
SD_PT1_T_INIT3_MSB 27
SD_PT1_T_INIT3_RESET 0x13880
SD_PT1_T_INIT3_SET 0x0fffff00
SD_PT1_WIDTH 28
SD_PT2 0x7ee00010:RW
SD_PT2_MASK 0xffffffff
SD_PT2_T_INIT5_BITS 15:0
SD_PT2_T_INIT5_CLR 0xffff0000
SD_PT2_T_INIT5_LSB 0
SD_PT2_T_INIT5_MSB 15
SD_PT2_T_INIT5_RESET 0xfa0
SD_PT2_T_INIT5_SET 0x0000ffff
SD_PT2_WIDTH 32
SDPT SDPT
SD_RAC 0x7ee0002c:RO
SD_RAC_MASK 0x0fffffff
SD_RAC_RESET 0000000000
SDRAC SDRAC
SD_RAC_WIDTH 28
SDRAM_CTRL_DMA SDRAM_CTRL_DMA
SD_RDC 0x7ee00024:RO
SD_RDC_MASK 0x0fffffff
SD_RDC_RESET 0000000000
SDRDC SDRDC
SD_RDC_WIDTH 28
SD_REORD 0x7ee000a8:RO
SD_REORD_MASK 0x0fffffff
SD_REORD_RESET 0000000000
SD_REORD_WIDTH 28
SDRSP0 SDRSP0
SDRSP1 SDRSP1
SDRSP2 SDRSP2
SDRSP3 SDRSP3
SD_RTC 0x7ee0001c:RW
SD_RTC_MASK 0xffffffff
SD_RTC_RESET 0000000000
SDRTC SDRTC
SD_RTC_WIDTH 32
SD_RWC 0x7ee00080:RW
SD_RWC_LASTCNT_BITS 20:16
SD_RWC_LASTCNT_CLR 0xffe0ffff
SD_RWC_LASTCNT_LSB 16
SD_RWC_LASTCNT_MSB 20
SD_RWC_LASTCNT_RESET 0x0
SD_RWC_LASTCNT_SET 0x001f0000
SD_RWC_MARGIN_BITS 23:22
SD_RWC_MARGIN_CLR 0xff3fffff
SD_RWC_MARGIN_LSB 22
SD_RWC_MARGIN_MSB 23
SD_RWC_MARGIN_RESET 0x1
SD_RWC_MARGIN_SET 0x00c00000
SD_RWC_MASK 0x9fdf9f9f
SD_RWC_MAXCNT_BITS 28:24
SD_RWC_MAXCNT_CLR 0xe0ffffff
SD_RWC_MAXCNT_LSB 24
SD_RWC_MAXCNT_MSB 28
SD_RWC_MAXCNT_RESET 0x0
SD_RWC_MAXCNT_SET 0x1f000000
SD_RWC_RSTMAX_BITS 31:31
SD_RWC_RSTMAX_CLR 0x7fffffff
SD_RWC_RSTMAX_LSB 31
SD_RWC_RSTMAX_MSB 31
SD_RWC_RSTMAX_RESET 0x0
SD_RWC_RSTMAX_SET 0x80000000
SD_RWC_RXOVR_BITS 7:7
SD_RWC_RXOVR_CLR 0xffffff7f
SD_RWC_RXOVR_LSB 7
SD_RWC_RXOVR_MSB 7
SD_RWC_RXOVR_RESET 0x0
SD_RWC_RXOVR_SET 0x00000080
SD_RWC_RXVAL_BITS 4:0
SD_RWC_RXVAL_CLR 0xffffffe0
SD_RWC_RXVAL_LSB 0
SD_RWC_RXVAL_MSB 4
SD_RWC_RXVAL_RESET 0x0
SD_RWC_RXVAL_SET 0x0000001f
SD_RWC_WIDTH 32
SD_RWC_WRTOVR_BITS 15:15
SD_RWC_WRTOVR_CLR 0xffff7fff
SD_RWC_WRTOVR_LSB 15
SD_RWC_WRTOVR_MSB 15
SD_RWC_WRTOVR_RESET 0x0
SD_RWC_WRTOVR_SET 0x00008000
SD_RWC_WRTVAL_BITS 12:8
SD_RWC_WRTVAL_CLR 0xffffe0ff
SD_RWC_WRTVAL_LSB 8
SD_RWC_WRTVAL_MSB 12
SD_RWC_WRTVAL_RESET 0x0
SD_RWC_WRTVAL_SET 0x00001f00
SD_SA 0x7ee00004:RW
SD_SA_CLKSTOP_BITS 7:7
SD_SA_CLKSTOP_CLR 0xffffff7f
SD_SA_CLKSTOP_LSB 7
SD_SA_CLKSTOP_MSB 7
SD_SA_CLKSTOP_RESET 0x1
SD_SA_CLKSTOP_SET 0x00000080
SD_SA_MASK 0xffffffff
SD_SA_PGEHLDE_BITS 8:8
SD_SA_PGEHLDE_CLR 0xfffffeff
SD_SA_PGEHLDE_LSB 8
SD_SA_PGEHLDE_MSB 8
SD_SA_PGEHLDE_RESET 0x0
SD_SA_PGEHLDE_SET 0x00000100
SD_SA_PGEHLD_IDL_BITS 15:15
SD_SA_PGEHLD_IDL_CLR 0xffff7fff
SD_SA_PGEHLD_IDL_LSB 15
SD_SA_PGEHLD_IDL_MSB 15
SD_SA_PGEHLD_IDL_RESET 0x0
SD_SA_PGEHLD_IDL_SET 0x00008000
SD_SA_POWSAVE_BITS 0:0
SD_SA_POWSAVE_CLR 0xfffffffe
SD_SA_POWSAVE_LSB 0
SD_SA_POWSAVE_MSB 0
SD_SA_POWSAVE_RESET 0x0
SD_SA_POWSAVE_SET 0x00000001
SD_SA_RFSH_T_BITS 31:16
SD_SA_RFSH_T_CLR 0x0000ffff
SD_SA_RFSH_T_LSB 16
SD_SA_RFSH_T_MSB 31
SD_SA_RFSH_T_RESET 0x30c
SD_SA_RFSH_T_SET 0xffff0000
SDSA SDSA
SD_SA_WIDTH 32
SD_SB 0x7ee00008:RW
SD_SB_BANKLOW_BITS 6:5
SD_SB_BANKLOW_CLR 0xffffff9f
SD_SB_BANKLOW_LSB 5
SD_SB_BANKLOW_MSB 6
SD_SB_BANKLOW_RESET 0x0
SD_SB_BANKLOW_SET 0x00000060
SD_SB_COLBITS_BITS 1:0
SD_SB_COLBITS_CLR 0xfffffffc
SD_SB_COLBITS_LSB 0
SD_SB_COLBITS_MSB 1
SD_SB_COLBITS_RESET 0x1
SD_SB_COLBITS_SET 0x00000003
SD_SB_EIGHTBANK_BITS 4:4
SD_SB_EIGHTBANK_CLR 0xffffffef
SD_SB_EIGHTBANK_LSB 4
SD_SB_EIGHTBANK_MSB 4
SD_SB_EIGHTBANK_RESET 0x0
SD_SB_EIGHTBANK_SET 0x00000010
SD_SB_INHIBIT_LA_BITS 8:8
SD_SB_INHIBIT_LA_CLR 0xfffffeff
SD_SB_INHIBIT_LA_LSB 8
SD_SB_INHIBIT_LA_MSB 8
SD_SB_INHIBIT_LA_RESET 0x0
SD_SB_INHIBIT_LA_SET 0x00000100
SD_SB_MASK 0xfff001ff
SD_SB_REORDER_BITS 7:7
SD_SB_REORDER_CLR 0xffffff7f
SD_SB_REORDER_LSB 7
SD_SB_REORDER_MSB 7
SD_SB_REORDER_RESET 0x0
SD_SB_REORDER_SET 0x00000080
SD_SB_ROWBITS_BITS 3:2
SD_SB_ROWBITS_CLR 0xfffffff3
SD_SB_ROWBITS_LSB 2
SD_SB_ROWBITS_MSB 3
SD_SB_ROWBITS_RESET 0x1
SD_SB_ROWBITS_SET 0x0000000c
SDSB SDSB
SD_SB_STBY_T_BITS 31:20
SD_SB_STBY_T_CLR 0x000fffff
SD_SB_STBY_T_LSB 20
SD_SB_STBY_T_MSB 31
SD_SB_STBY_T_RESET 0x0
SD_SB_STBY_T_SET 0xfff00000
SD_SB_WIDTH 32
SD_SC 0x7ee0000c:RW
SD_SC_MASK 0x7ff00f77
SDSC SDSC
SD_SC_T_RFC_BITS 30:24
SD_SC_T_RFC_CLR 0x80ffffff
SD_SC_T_RFC_LSB 24
SD_SC_T_RFC_MSB 30
SD_SC_T_RFC_RESET 0x1e
SD_SC_T_RFC_SET 0x7f000000
SD_SC_T_RRD_BITS 23:20
SD_SC_T_RRD_CLR 0xff0fffff
SD_SC_T_RRD_LSB 20
SD_SC_T_RRD_MSB 23
SD_SC_T_RRD_RESET 0x4
SD_SC_T_RRD_SET 0x00f00000
SD_SC_T_WR_BITS 11:8
SD_SC_T_WR_CLR 0xfffff0ff
SD_SC_T_WR_LSB 8
SD_SC_T_WR_MSB 11
SD_SC_T_WR_RESET 0x6
SD_SC_T_WR_SET 0x00000f00
SD_SC_T_WTR_BITS 6:4
SD_SC_T_WTR_CLR 0xffffff8f
SD_SC_T_WTR_LSB 4
SD_SC_T_WTR_MSB 6
SD_SC_T_WTR_RESET 0x3
SD_SC_T_WTR_SET 0x00000070
SD_SC_WIDTH 31
SD_SC_WL_BITS 2:0
SD_SC_WL_CLR 0xfffffff8
SD_SC_WL_LSB 0
SD_SC_WL_MSB 2
SD_SC_WL_RESET 0x2
SD_SC_WL_SET 0x00000007
SD_SD 0x7ee00094:RW
SD_SD_MASK 0xf1f71fff
SD_SD_T_RAS_BITS 12:8
SD_SD_T_RAS_CLR 0xffffe0ff
SD_SD_T_RAS_LSB 8
SD_SD_T_RAS_MSB 12
SD_SD_T_RAS_RESET 0xe
SD_SD_T_RAS_SET 0x00001f00
SD_SD_T_RC_BITS 24:20
SD_SD_T_RC_CLR 0xfe0fffff
SD_SD_T_RCD_BITS 3:0
SD_SD_T_RCD_CLR 0xfffffff0
SD_SD_T_RCD_LSB 0
SD_SD_T_RCD_MSB 3
SD_SD_T_RCD_RESET 0x8
SD_SD_T_RCD_SET 0x0000000f
SD_SD_T_RC_LSB 20
SD_SD_T_RC_MSB 24
SD_SD_T_RC_RESET 0x14
SD_SD_T_RC_SET 0x01f00000
SD_SD_T_RPab_BITS 31:28
SD_SD_T_RPab_CLR 0x0fffffff
SD_SD_T_RPab_LSB 28
SD_SD_T_RPab_MSB 31
SD_SD_T_RPab_RESET 0xa
SD_SD_T_RPab_SET 0xf0000000
SD_SD_T_RPpb_BITS 7:4
SD_SD_T_RPpb_CLR 0xffffff0f
SD_SD_T_RPpb_LSB 4
SD_SD_T_RPpb_MSB 7
SD_SD_T_RPpb_RESET 0x8
SD_SD_T_RPpb_SET 0x000000f0
SD_SD_T_XP_BITS 18:16
SD_SD_T_XP_CLR 0xfff8ffff
SD_SD_T_XP_LSB 16
SD_SD_T_XP_MSB 18
SD_SD_T_XP_RESET 0x2
SD_SD_T_XP_SET 0x00070000
SD_SD_WIDTH 32
SD_SE 0x7ee00098:RW
SD_SECEND0 0x7ee00040:RW
SD_SECEND0_ADDR_LS_BITS 12:0
SD_SECEND0_ADDR_LS_CLR 0xffffe000
SD_SECEND0_ADDR_LS_LSB 0
SD_SECEND0_ADDR_LS_MSB 12
SD_SECEND0_ADDR_LS_RESET 0xfff
SD_SECEND0_ADDR_LS_SET 0x00001fff
SD_SECEND0_ADDR_MS_BITS 31:13
SD_SECEND0_ADDR_MS_CLR 0x00001fff
SD_SECEND0_ADDR_MS_LSB 13
SD_SECEND0_ADDR_MS_MSB 31
SD_SECEND0_ADDR_MS_RESET 0x0
SD_SECEND0_ADDR_MS_SET 0xffffe000
SD_SECEND0_MASK 0xffffffff
SDSECEND0 SDSECEND0
SD_SECEND0_WIDTH 32
SD_SECEND1 0x7ee00048:RW
SD_SECEND1_ADDR_LS_BITS 12:0
SD_SECEND1_ADDR_LS_CLR 0xffffe000
SD_SECEND1_ADDR_LS_LSB 0
SD_SECEND1_ADDR_LS_MSB 12
SD_SECEND1_ADDR_LS_RESET 0xfff
SD_SECEND1_ADDR_LS_SET 0x00001fff
SD_SECEND1_ADDR_MS_BITS 31:13
SD_SECEND1_ADDR_MS_CLR 0x00001fff
SD_SECEND1_ADDR_MS_LSB 13
SD_SECEND1_ADDR_MS_MSB 31
SD_SECEND1_ADDR_MS_RESET 0x0
SD_SECEND1_ADDR_MS_SET 0xffffe000
SD_SECEND1_MASK 0xffffffff
SDSECEND1 SDSECEND1
SD_SECEND1_WIDTH 32
SD_SECEND2 0x7ee00050:RW
SD_SECEND2_ADDR_LS_BITS 12:0
SD_SECEND2_ADDR_LS_CLR 0xffffe000
SD_SECEND2_ADDR_LS_LSB 0
SD_SECEND2_ADDR_LS_MSB 12
SD_SECEND2_ADDR_LS_RESET 0xfff
SD_SECEND2_ADDR_LS_SET 0x00001fff
SD_SECEND2_ADDR_MS_BITS 31:13
SD_SECEND2_ADDR_MS_CLR 0x00001fff
SD_SECEND2_ADDR_MS_LSB 13
SD_SECEND2_ADDR_MS_MSB 31
SD_SECEND2_ADDR_MS_RESET 0x0
SD_SECEND2_ADDR_MS_SET 0xffffe000
SD_SECEND2_MASK 0xffffffff
SDSECEND2 SDSECEND2
SD_SECEND2_WIDTH 32
SD_SECEND3 0x7ee00058:RW
SD_SECEND3_ADDR_LS_BITS 12:0
SD_SECEND3_ADDR_LS_CLR 0xffffe000
SD_SECEND3_ADDR_LS_LSB 0
SD_SECEND3_ADDR_LS_MSB 12
SD_SECEND3_ADDR_LS_RESET 0xfff
SD_SECEND3_ADDR_LS_SET 0x00001fff
SD_SECEND3_ADDR_MS_BITS 31:13
SD_SECEND3_ADDR_MS_CLR 0x00001fff
SD_SECEND3_ADDR_MS_LSB 13
SD_SECEND3_ADDR_MS_MSB 31
SD_SECEND3_ADDR_MS_RESET 0x0
SD_SECEND3_ADDR_MS_SET 0xffffe000
SD_SECEND3_MASK 0xffffffff
SDSECEND3 SDSECEND3
SD_SECEND3_WIDTH 32
SD_SECSRT0 0x7ee0003c:RW
SD_SECSRT0_ADDR_LS_BITS 12:1
SD_SECSRT0_ADDR_LS_CLR 0xffffe001
SD_SECSRT0_ADDR_LS_LSB 1
SD_SECSRT0_ADDR_LS_MSB 12
SD_SECSRT0_ADDR_LS_RESET 0x0
SD_SECSRT0_ADDR_LS_SET 0x00001ffe
SD_SECSRT0_ADDR_MS_BITS 31:13
SD_SECSRT0_ADDR_MS_CLR 0x00001fff
SD_SECSRT0_ADDR_MS_LSB 13
SD_SECSRT0_ADDR_MS_MSB 31
SD_SECSRT0_ADDR_MS_RESET 0x0
SD_SECSRT0_ADDR_MS_SET 0xffffe000
SD_SECSRT0_EN_BITS 0:0
SD_SECSRT0_EN_CLR 0xfffffffe
SD_SECSRT0_EN_LSB 0
SD_SECSRT0_EN_MSB 0
SD_SECSRT0_EN_RESET 0x0
SD_SECSRT0_EN_SET 0x00000001
SD_SECSRT0_MASK 0xffffffff
SDSECSRT0 SDSECSRT0
SD_SECSRT0_WIDTH 32
SD_SECSRT1 0x7ee00044:RW
SD_SECSRT1_ADDR_LS_BITS 12:1
SD_SECSRT1_ADDR_LS_CLR 0xffffe001
SD_SECSRT1_ADDR_LS_LSB 1
SD_SECSRT1_ADDR_LS_MSB 12
SD_SECSRT1_ADDR_LS_RESET 0x0
SD_SECSRT1_ADDR_LS_SET 0x00001ffe
SD_SECSRT1_ADDR_MS_BITS 31:13
SD_SECSRT1_ADDR_MS_CLR 0x00001fff
SD_SECSRT1_ADDR_MS_LSB 13
SD_SECSRT1_ADDR_MS_MSB 31
SD_SECSRT1_ADDR_MS_RESET 0x0
SD_SECSRT1_ADDR_MS_SET 0xffffe000
SD_SECSRT1_EN_BITS 0:0
SD_SECSRT1_EN_CLR 0xfffffffe
SD_SECSRT1_EN_LSB 0
SD_SECSRT1_EN_MSB 0
SD_SECSRT1_EN_RESET 0x0
SD_SECSRT1_EN_SET 0x00000001
SD_SECSRT1_MASK 0xffffffff
SDSECSRT1 SDSECSRT1
SD_SECSRT1_WIDTH 32
SD_SECSRT2 0x7ee0004c:RW
SD_SECSRT2_ADDR_LS_BITS 12:1
SD_SECSRT2_ADDR_LS_CLR 0xffffe001
SD_SECSRT2_ADDR_LS_LSB 1
SD_SECSRT2_ADDR_LS_MSB 12
SD_SECSRT2_ADDR_LS_RESET 0x0
SD_SECSRT2_ADDR_LS_SET 0x00001ffe
SD_SECSRT2_ADDR_MS_BITS 31:13
SD_SECSRT2_ADDR_MS_CLR 0x00001fff
SD_SECSRT2_ADDR_MS_LSB 13
SD_SECSRT2_ADDR_MS_MSB 31
SD_SECSRT2_ADDR_MS_RESET 0x0
SD_SECSRT2_ADDR_MS_SET 0xffffe000
SD_SECSRT2_EN_BITS 0:0
SD_SECSRT2_EN_CLR 0xfffffffe
SD_SECSRT2_EN_LSB 0
SD_SECSRT2_EN_MSB 0
SD_SECSRT2_EN_RESET 0x0
SD_SECSRT2_EN_SET 0x00000001
SD_SECSRT2_MASK 0xffffffff
SDSECSRT2 SDSECSRT2
SD_SECSRT2_WIDTH 32
SD_SECSRT3 0x7ee00054:RW
SD_SECSRT3_ADDR_LS_BITS 12:1
SD_SECSRT3_ADDR_LS_CLR 0xffffe001
SD_SECSRT3_ADDR_LS_LSB 1
SD_SECSRT3_ADDR_LS_MSB 12
SD_SECSRT3_ADDR_LS_RESET 0x0
SD_SECSRT3_ADDR_LS_SET 0x00001ffe
SD_SECSRT3_ADDR_MS_BITS 31:13
SD_SECSRT3_ADDR_MS_CLR 0x00001fff
SD_SECSRT3_ADDR_MS_LSB 13
SD_SECSRT3_ADDR_MS_MSB 31
SD_SECSRT3_ADDR_MS_RESET 0x0
SD_SECSRT3_ADDR_MS_SET 0xffffe000
SD_SECSRT3_EN_BITS 0:0
SD_SECSRT3_EN_CLR 0xfffffffe
SD_SECSRT3_EN_LSB 0
SD_SECSRT3_EN_MSB 0
SD_SECSRT3_EN_RESET 0x0
SD_SECSRT3_EN_SET 0x00000001
SD_SECSRT3_MASK 0xffffffff
SDSECSRT3 SDSECSRT3
SD_SECSRT3_WIDTH 32
SD_SE_MASK 0x13f3f73f
SD_SE_RL_BITS 25:20
SD_SE_RL_CLR 0xfc0fffff
SD_SE_RL_EN_BITS 28:28
SD_SE_RL_EN_CLR 0xefffffff
SD_SE_RL_EN_LSB 28
SD_SE_RL_EN_MSB 28
SD_SE_RL_EN_RESET 0x0
SD_SE_RL_EN_SET 0x10000000
SD_SE_RL_LSB 20
SD_SE_RL_MSB 25
SD_SE_RL_RESET 0x8
SD_SE_RL_SET 0x03f00000
SD_SE_T_FAW_BITS 17:12
SD_SE_T_FAW_CLR 0xfffc0fff
SD_SE_T_FAW_LSB 12
SD_SE_T_FAW_MSB 17
SD_SE_T_FAW_RESET 0x19
SD_SE_T_FAW_SET 0x0003f000
SD_SE_T_RTP_BITS 10:8
SD_SE_T_RTP_CLR 0xfffff8ff
SD_SE_T_RTP_LSB 8
SD_SE_T_RTP_MSB 10
SD_SE_T_RTP_RESET 0x3
SD_SE_T_RTP_SET 0x00000700
SD_SE_T_XSR_BITS 5:0
SD_SE_T_XSR_CLR 0xffffffc0
SD_SE_T_XSR_LSB 0
SD_SE_T_XSR_MSB 5
SD_SE_T_XSR_RESET 0x28
SD_SE_T_XSR_SET 0x0000003f
SD_SE_WIDTH 29
SD_SF 0x7ee000b4:RW
SD_SF_MASK 0x3fffffff
SD_SF_MDLL_CAL_BITS 8:0
SD_SF_MDLL_CAL_CLR 0xfffffe00
SD_SF_MDLL_CAL_LSB 0
SD_SF_MDLL_CAL_MSB 8
SD_SF_MDLL_CAL_RESET 0x12c
SD_SF_MDLL_CAL_SET 0x000001ff
SD_SF_PGEHLD_T_BITS 28:19
SD_SF_PGEHLD_T_CLR 0xe007ffff
SD_SF_PGEHLD_T_LSB 19
SD_SF_PGEHLD_T_MSB 28
SD_SF_PGEHLD_T_RESET 0x100
SD_SF_PGEHLD_T_SET 0x1ff80000
SD_SF_PHYHOLD_BITS 29:29
SD_SF_PHYHOLD_CLR 0xdfffffff
SD_SF_PHYHOLD_LSB 29
SD_SF_PHYHOLD_MSB 29
SD_SF_PHYHOLD_RESET 0x0
SD_SF_PHYHOLD_SET 0x20000000
SD_SF_POWSAV_T_BITS 18:9
SD_SF_POWSAV_T_CLR 0xfff801ff
SD_SF_POWSAV_T_LSB 9
SD_SF_POWSAV_T_MSB 18
SD_SF_POWSAV_T_RESET 0x040
SD_SF_POWSAV_T_SET 0x0007fe00
SD_SF_WIDTH 30
SD_STALL 0x7ee000a0:RW
SD_STALL_CYCLES_BITS 9:0
SD_STALL_CYCLES_CLR 0xfffffc00
SD_STALL_CYCLES_LSB 0
SD_STALL_CYCLES_MSB 9
SD_STALL_CYCLES_RESET 0x0
SD_STALL_CYCLES_SET 0x000003ff
SD_STALL_MASK 0x000003ff
SD_STALL_WIDTH 10
SD_TMC 0x7ee0007c:RW
SD_TMC_IPRD_BITS 15:8
SD_TMC_IPRD_CLR 0xffff00ff
SD_TMC_IPRD_LSB 8
SD_TMC_IPRD_MSB 15
SD_TMC_IPRD_RESET 0x0
SD_TMC_IPRD_SET 0x0000ff00
SD_TMC_IPSEL_BITS 6:4
SD_TMC_IPSEL_CLR 0xffffff8f
SD_TMC_IPSEL_LSB 4
SD_TMC_IPSEL_MSB 6
SD_TMC_IPSEL_RESET 0x0
SD_TMC_IPSEL_SET 0x00000070
SD_TMC_MASK 0xffffff73
SDTMC SDTMC
SD_TMC_TS_BITS 1:1
SD_TMC_TS_CLR 0xfffffffd
SD_TMC_TS_LSB 1
SD_TMC_TS_MSB 1
SD_TMC_TS_RESET 0x0
SD_TMC_TS_SET 0x00000002
SD_TMC_TSTCLK_BITS 0:0
SD_TMC_TSTCLK_CLR 0xfffffffe
SD_TMC_TSTCLK_LSB 0
SD_TMC_TSTCLK_MSB 0
SD_TMC_TSTCLK_RESET 0x0
SD_TMC_TSTCLK_SET 0x00000001
SD_TMC_TSTPAT_BITS 31:16
SD_TMC_TSTPAT_CLR 0x0000ffff
SD_TMC_TSTPAT_LSB 16
SD_TMC_TSTPAT_MSB 31
SD_TMC_TSTPAT_RESET 0x0
SD_TMC_TSTPAT_SET 0xffff0000
SD_TMC_WIDTH 32
SDTOUT SDTOUT
SD_VAD 0x7ee00084:RO
SD_VAD_MASK 0xffffffff
SD_VAD_RESET 0000000000
SD_VAD_WIDTH 32
SDVDD SDVDD
SD_VER 0x7ee0009c:RO
SD_VER_MASK 0xffffffff
SD_VER_RESET 0x00000009
SD_VER_WIDTH 32
SD_VIN 0x7ee00088:RW
SD_VIN_CLEAR_BITS 31:31
SD_VIN_CLEAR_CLR 0x7fffffff
SD_VIN_CLEAR_LSB 31
SD_VIN_CLEAR_MSB 31
SD_VIN_CLEAR_RESET 0x0
SD_VIN_CLEAR_SET 0x80000000
SD_VIN_ID_BITS 15:0
SD_VIN_ID_CLR 0xffff0000
SD_VIN_ID_LSB 0
SD_VIN_ID_MSB 15
SD_VIN_ID_RESET 0x0
SD_VIN_ID_SET 0x0000ffff
SD_VIN_INT_EN_BITS 28:28
SD_VIN_INT_EN_CLR 0xefffffff
SD_VIN_INT_EN_LSB 28
SD_VIN_INT_EN_MSB 28
SD_VIN_INT_EN_RESET 0x0
SD_VIN_INT_EN_SET 0x10000000
SD_VIN_MASK 0x9113ffff
SD_VIN_MULT_BITS 24:24
SD_VIN_MULT_CLR 0xfeffffff
SD_VIN_MULT_LSB 24
SD_VIN_MULT_MSB 24
SD_VIN_MULT_RESET 0x0
SD_VIN_MULT_SET 0x01000000
SD_VIN_SPLIT_BITS 17:17
SD_VIN_SPLIT_CLR 0xfffdffff
SD_VIN_SPLIT_LSB 17
SD_VIN_SPLIT_MSB 17
SD_VIN_SPLIT_RESET 0x0
SD_VIN_SPLIT_SET 0x00020000
SD_VIN_VIO_BITS 20:20
SD_VIN_VIO_CLR 0xffefffff
SD_VIN_VIO_LSB 20
SD_VIN_VIO_MSB 20
SD_VIN_VIO_RESET 0x0
SD_VIN_VIO_SET 0x00100000
SD_VIN_WIDTH 32
SD_VIN_WRITE_BITS 16:16
SD_VIN_WRITE_CLR 0xfffeffff
SD_VIN_WRITE_LSB 16
SD_VIN_WRITE_MSB 16
SD_VIN_WRITE_RESET 0x0
SD_VIN_WRITE_SET 0x00010000
SD_WDC 0x7ee00028:RO
SD_WDC_MASK 0x0fffffff
SD_WDC_RESET 0000000000
SDWDC SDWDC
SD_WDC_WIDTH 28
SD_WTC 0x7ee00020:RO
SD_WTC_MASK 0x0fffffff
SD_WTC_RESET 0000000000
SDWTC SDWTC
SD_WTC_WIDTH 28
